generic_name,total_cost15,numrx15,avg_cost15,total_cost14,numrx14,avg_cost14
BISOPROLOL FUMARATE,12724760.849999962,475781,26.74499580689427,14281628.259999972,474736.0,30.083305795220863
GATIFLOXACIN,12645402.379999995,130845,96.64413909587677,14560184.17,144031.0,101.09062750380126
PONATINIB HCL,12632566.420000006,789,16010.857313054506,2123204.8099999996,197.0,10777.689390862943
BALSALAZIDE DISODIUM,12620960.399999995,71431,176.68743822710022,11231508.99999997,65182.0,172.30997821484414
PROMETHAZINE HCL,12566596.140000034,1065139,11.798080945303884,15548679.549999895,1200620.0,12.950541845046638
TAMOXIFEN CITRATE,12399062.009999974,384766,32.22494193873672,10299250.689999994,374054.0,27.534127933399976
DEXTROAMPHETAMINE SULFATE,12320977.270000007,49028,251.3049129069105,13093112.82000003,48703.0,268.8358585713412
DOXYCYCLINE MONOHYDRATE,12113570.839999894,323974,37.39056479840942,12533972.649999958,213921.0,58.591595261802055
PEGVISOMANT,12026789.809999999,1215,9898.59243621399,7650803.12,952.0,8036.557899159664
AZELASTINE/FLUTICASONE,11948775.700000009,61414,194.5611049597813,9073689.900000034,52365.0,173.27775995416852
TESTOSTERONE CYPIONATE,11867826.750000022,250296,47.415167441749055,11190647.580000022,202095.0,55.37320359237004
DICLOFENAC EPOLAMINE,11839946.530000007,28491,415.56795233582557,19967977.19000001,57013.0,350.23551102380173
ABACAVIR/LAMIVUDINE/ZIDOVUDINE,11761978.599999998,8693,1353.040216265961,13088471.63,9322.0,1404.0411531860116
METAXALONE,11624804.399999999,43736,265.7948692152917,13165948.920000024,53595.0,245.6562910719288
AMLODIPINE/ATORVASTATIN,11608299.570000015,49052,236.65293097121454,14754602.409999989,59271.0,248.93459550201598
ECULIZUMAB,11491590.7,464,24766.359267241376,7392049.74,332.0,22265.210060240963
AMLODIPINE/VALSARTAN/HCTHIAZID,11382273.100000005,59318,191.88565191004426,27432311.07999996,116200.0,236.07840860585165
TRAMADOL HCL/ACETAMINOPHEN,11369938.429999964,553689,20.534882271455572,15603387.939999988,700540.0,22.27337188454619
LETROZOLE,11272826.170000022,453913,24.834772676702414,15214661.710000029,410383.0,37.07429817999291
GLYBURIDE,11236467.10000006,486883,23.078372216733914,22036007.889999915,1049374.0,20.999193700244064
SULFASALAZINE,11204970.209999995,329864,33.96845430237915,7978923.750000002,259822.0,30.709192254697452
DESMOPRESSIN ACETATE,10970967.839999977,113851,96.36250748785673,11478515.230000017,113419.0,101.20451802608044
AZTREONAM LYSINE,10887786.68,1625,6700.176418461539,9880107.610000001,1597.0,6186.667257357546
EPLERENONE,10858284.66000006,90265,120.29341007034908,10285261.819999987,83427.0,123.28456998333857
LIOTHYRONINE SODIUM,10829567.850000009,293593,36.886328522819035,10454464.070000036,259509.0,40.285554913317206
CEVIMELINE HCL,10791246.459999977,42098,256.33632144044793,10073372.010000024,37333.0,269.82487370423013
BETHANECHOL CHLORIDE,10776260.38000005,165086,65.2766459905749,7939102.060000023,166161.0,47.77957559234732
HYDROCORTISONE VALERATE,10758348.21999998,80154,134.22097736856526,11057754.01999999,97414.0,113.51298601843668
DICYCLOMINE HCL,10664855.740000159,1233304,8.647385997288712,9524585.250000099,1035724.0,9.196065023114361
DICLOFENAC POTASSIUM,10632116.84000001,304445,34.92294779024129,6113438.9699999895,260042.0,23.50942913067885
METHAZOLAMIDE,10606095.889999976,32556,325.78006788303156,7515444.569999998,32946.0,228.11402203605897
EMPAGLIFLOZIN,10575954.86,25267,418.56788934182924,50494.509999999995,132.0,382.53416666666664
SCOPOLAMINE,10458741.88000001,87250,119.8709671060173,8509697.250000015,79615.0,106.8856025874523
ALGLUCOSIDASE ALFA,10321955.110000001,344,30005.68345930233,7238894.5600000005,268.0,27010.800597014928
ABATACEPT/MALTOSE,10304287.489999998,4071,2531.144065340211,9262933.130000003,4217.0,2196.5693929333656
CARBIDOPA,10225774.489999993,9304,1099.0729245485804,10035991.360000009,8288.0,1210.9062934362944
BUPRENORPHINE HCL,10149020.98,76656,132.39695496764767,10037837.849999988,65028.0,154.36178031002012
ONABOTULINUMTOXINA,10137763.000000006,7987,1269.2829598096914,7606565.619999999,5987.0,1270.5137163855018
CLOTRIMAZOLE,10022564.64000002,317788,31.53852455095856,7894299.080000013,291276.0,27.10247009709009
METHOCARBAMOL,9932550.889999954,546529,18.173877122714355,11255415.719999976,703318.0,16.003309626655334
ATENOLOL/CHLORTHALIDONE,9886262.169999966,471541,20.96585910875187,6097126.3100000145,489675.0,12.451373482411833
PENICILLAMINE,9742639.93,1190,8187.09237815126,3806642.0400000014,1312.0,2901.40399390244
"PROGESTERONE,MICRONIZED",9704166.440000016,138410,70.11174366014028,9752673.570000006,120208.0,81.13165155397316
TIAGABINE HCL,9580818.899999995,21685,441.81779571132097,9853516.83999998,22716.0,433.76989082584873
PRAZOSIN HCL,9501457.470000006,350915,27.076236325035996,5561525.3200000245,281729.0,19.740691657585923
FLUVOXAMINE MALEATE,9494057.410000013,242978,39.073732642461515,9044279.920000046,230402.0,39.25434640324323
CEFTRIAXONE SODIUM,9446526.010000033,181971,51.912260799797956,9371086.940000016,169018.0,55.44431326840938
CHENODIOL,9441616.2,197,47926.985786802026,5768337.720000001,160.0,36052.11075000001
VORICONAZOLE,9421435.21,7882,1195.310227099721,13208927.959999979,9000.0,1467.6586622222198
ELETRIPTAN HBR,9320378.829999994,22222,419.4212415624154,7352597.710000014,20088.0,366.0194001393874
HALOBETASOL PROPIONATE,9237613.0,63213,146.1347033047,9408576.920000004,64931.0,144.90115538032686
ALFUZOSIN HCL,9153503.799999978,390800,23.422476458546516,11546003.260000004,331759.0,34.80238142748201
LAPATINIB DITOSYLATE,9147953.260000007,2059,4442.910762506074,8166761.26,1913.0,4269.085865133298
TASIMELTEON,9139428.95,936,9764.347168803419,455235.82999999996,64.0,7113.059843749999
TRASTUZUMAB,9086472.010000002,1674,5428.000005973717,7227684.69,1394.0,5184.852718794836
ECALLANTIDE,9043275.49,395,22894.368329113924,17855168.33,630.0,28341.53703174603
CANDESARTAN CILEXETIL,8976064.259999994,83007,108.13623260688851,8599839.49999998,75130.0,114.46611872753866
AGALSIDASE BETA,8901849.099999998,642,13865.80856697819,7760656.029999999,559.0,13883.105599284436
BORTEZOMIB,8812051.100000003,1547,5696.219198448613,7623599.410000001,1440.0,5294.166256944445
HYDROXYUREA,8793435.539999977,277568,31.6802929011989,8306115.6199999945,260173.0,31.925355897806437
EMTRICITABINE,8687664.669999985,19301,450.1147437956575,8254152.350000013,18938.0,435.8513227373541
LEVALBUTEROL TARTRATE,8618634.719999967,116905,73.72340550019219,9396087.389999986,144813.0,64.88428103830448
ETHACRYNIC ACID,8563915.68,8513,1005.9809326911782,4779687.120000001,10028.0,476.63413641802964
SPIRONOLACT/HYDROCHLOROTHIAZID,8505687.709999986,188344,45.16038583655432,6889563.2700000005,202955.0,33.94626035328029
LENVATINIB MESYLATE,8454662.219999999,628,13462.837929936304,,,
BROMOCRIPTINE MESYLATE,8180847.4999999935,30112,271.6806422688627,6998678.640000022,32061.0,218.29258725554482
CLINDAMYCIN HCL,8142792.0599998655,980345,8.306047422080864,8381685.540000007,874244.0,9.587352661270774
METOCLOPRAMIDE HCL,8094116.400000033,1038544,7.7937154323745865,9318777.99999995,1119807.0,8.32177151955645
BICALUTAMIDE,8086786.559999993,253079,31.953605633023653,9895696.57999998,249103.0,39.725320770926004
PHENYTOIN,8072939.159999954,215642,37.43676630711992,8687752.440000027,239509.0,36.27317737538058
TRETINOIN,7967775.540000017,54951,144.99782606322026,6440506.570000004,62807.0,102.54440699285118
IBUPROFEN/FAMOTIDINE,7955676.390000001,5815,1368.1300756663802,2146921.7300000004,2714.0,791.0544325718498
FLUPHENAZINE DECANOATE,7904480.040000004,55924,141.3432522709392,6428359.189999998,49488.0,129.8973324846427
MINOCYCLINE HCL,7865762.010000022,320170,24.567454820876478,6674832.479999966,318477.0,20.95860134326801
NISOLDIPINE,7854887.499999991,32312,243.09505756375313,11316909.019999964,48467.0,233.49720469597796
CANAGLIFLOZIN/METFORMIN HCL,7809920.089999995,19252,405.66798722210655,38507.96,120.0,320.89966666666663
CLARITHROMYCIN,7761285.850000013,147651,52.56507473704894,9847753.540000023,151119.0,65.16555522469064
IMIQUIMOD,7680871.479999982,53198,144.38271138012672,11561763.750000004,49045.0,235.73786828422885
SELEGILINE HCL,7530586.240000008,46624,161.517378174331,7064496.599999991,46989.0,150.3436251037475
CICLOPIROX OLAMINE,7518328.490000009,188761,39.82988270882231,8272733.449999997,177916.0,46.49797348186783
TAFLUPROST/PF,7490184.95999999,44531,168.20158900541173,5382755.740000002,40863.0,131.7268859359323
BETAMETHASONE/PROPYLENE GLYC,7464406.180000017,115388,64.689622664402,7481186.47000001,110142.0,67.92310353906784
IMIGLUCERASE,7385013.81,505,14623.789722772277,7009500.190000001,473.0,14819.239302325585
NEO/POLYMYX B SULF/DEXAMETH,7373181.949999993,456594,16.14822347643638,6796316.15000001,401700.0,16.918885113268633
"OCTREOTIDE ACETATE,MI-SPHERES",7217072.27,1441,5008.3777029840385,,,
RIBAVIRIN,7200103.550000013,25502,282.3348580503495,21207759.08999998,46717.0,453.9623496799876
TESAMORELIN ACETATE,7185370.749999998,1989,3612.554424333835,847226.7400000001,293.0,2891.558839590444
IRBESARTAN/HYDROCHLOROTHIAZIDE,7058753.330000025,209418,33.70652632533987,8977854.139999988,188575.0,47.608930876309095
GALSULFASE,7056828.25,129,54704.09496124031,4607278.800000001,109.0,42268.6128440367
METHYLNALTREXONE BROMIDE,6953466.059999996,6226,1116.8432476710561,4268712.380000001,5235.0,815.4178376313278
"CYCLOSPORINE, MODIFIED",6869904.180000014,35792,191.9396563477876,7961653.7,36834.0,216.14958190801977
ACARBOSE,6851086.230000004,128831,53.17886401564844,7207695.689999975,130926.0,55.051675679391224
SARGRAMOSTIM,6779668.32,1231,5507.447863525589,7159441.759999998,1254.0,5709.283700159488
ISOSORB DINIT/HYDRALAZINE HCL,6770000.910000013,29008,233.38392546883665,6821468.959999995,33254.0,205.1322836350513
ALBIGLUTIDE,6759450.759999993,16463,410.5843868067784,61475.11,178.0,345.3657865168539
RIZATRIPTAN BENZOATE,6734414.099999982,140508,47.92904389785622,8547560.21999998,110988.0,77.01337279705896
TRIENTINE HCL,6700753.710000001,371,18061.330754716982,4577756.09,290.0,15785.365827586207
TRIPTORELIN PAMOATE,6672049.920000001,2985,2235.1926030150757,7110239.029999998,3044.0,2335.820969119579
"DIPHTH,PERTUSS(ACELL),TET VAC",6663063.029999992,119495,55.760182685467946,4590739.559999996,82827.0,55.425640914194595
PERMETHRIN,6640612.940000001,71596,92.7511724118666,6289009.459999987,67990.0,92.4990360347108
GENTAMICIN SULFATE,6600745.390000012,235496,28.029118923463717,6019302.250000021,231648.0,25.984693370976746
ERYTHROMYCIN ETHYLSUCCINATE,6597117.690000002,10810,610.2791572617948,3944207.650000004,11928.0,330.66797870556707
SODIUM POLYSTYRENE SULFONATE,6593284.45999999,97673,67.50365464355544,6282350.61999998,99908.0,62.8813570484844
CYSTEAMINE BITARTRATE,6587444.43,218,30217.635,4323621.459999999,202.0,21404.066633663362
NELFINAVIR MESYLATE,6578532.760000002,6781,970.141979059136,8178662.489999998,8977.0,911.0685629943187
"PEN NEEDLE, DIABETIC, SAFETY",6459378.600000005,119797,53.919368598545915,1854303.1300000008,35075.0,52.86680342124022
CHLORHEXIDINE GLUCONATE,6436442.940000017,1050143,6.12911093060661,6259510.100000001,943401.0,6.6350471326615095
PRAMLINTIDE ACETATE,6346449.709999997,5483,1157.4776053255512,9246743.209999992,8855.0,1044.239775268209
BISOPROLOL FUMARATE/HCTZ,6340581.920000022,612564,10.350888919361932,8357466.499999965,703393.0,11.881645822463351
PERAMPANEL,6326046.720000002,9098,695.3227874258081,2221269.76,3434.0,646.8461735585323
ZILEUTON,6290820.949999999,2105,2988.5135154394297,6862323.010000001,3041.0,2256.6007925024664
SILVER SULFADIAZINE,6267704.830000007,266558,23.513474853502828,6538626.6700000055,272327.0,24.010203431903577
VELAGLUCERASE ALFA,6183978.859999999,245,25240.730040816325,4217512.88,172.0,24520.423720930234
TIOPRONIN,6183778.8500000015,888,6963.714921171173,255044.08999999997,173.0,1474.2432947976877
FLUOCINOLONE ACETONIDE,6057102.880000013,48991,123.63705333632734,6890202.700000013,55475.0,124.20374402884205
PENTOXIFYLLINE,6033032.279999988,302798,19.924280477413948,6500537.069999983,314286.0,20.683508237719728
MIFEPRISTONE,6016455.549999999,331,18176.60287009063,3446912.6199999996,216.0,15957.928796296295
FLUDROCORTISONE ACETATE,5951708.929999958,266120,22.364756237787304,6245678.08999999,259656.0,24.053663654989638
PIROXICAM,5949861.78,74804,79.53935324314209,7065700.419999992,93815.0,75.3152525715503
HYDROXYZINE PAMOATE,5939337.919999973,453644,13.092508486831024,6682977.030000015,630904.0,10.592700363288259
DICLOFENAC SODIUM/MISOPROSTOL,5926808.859999986,36186,163.7873448294917,7267630.369999983,43211.0,168.1893584966787
LANREOTIDE ACETATE,5860986.619999998,1106,5299.264575045207,5060726.6099999985,1060.0,4774.270386792451
OLANZAPINE PAMOATE,5810759.240000002,5246,1107.655211589783,6255352.460000002,5819.0,1074.9875339405398
LOPERAMIDE HCL,5798387.660000021,271528,21.354658304116043,3547922.5300000003,267222.0,13.277060010029116
MERCAPTOPURINE,5793391.599999987,49286,117.54639451365472,3139716.690000001,46320.0,67.78317551813474
PIMECROLIMUS,5789887.490000008,12384,467.529674580104,5783524.419999995,13946.0,414.708476982647
BEPOTASTINE BESILATE,5710466.430000001,23887,239.06168334240385,5556353.200000004,25288.0,219.72291996203748
AZILSARTAN MED/CHLORTHALIDONE,5676479.460000009,31350,181.06792535885197,4102803.7499999916,28677.0,143.06948948634766
ITRACONAZOLE,5653919.100000003,10992,514.3667303493453,5671502.020000003,10193.0,556.4114608064361
VEMURAFENIB,5633310.289999999,713,7900.855946704066,7651011.580000001,860.0,8896.525093023258
ZAFIRLUKAST,5566614.26999999,57075,97.5315684625491,6090840.760000001,67011.0,90.89314828908688
CERITINIB,5563841.789999999,509,10930.926895874261,336889.2,37.0,9105.113513513514
DEXAMETHASONE,5551512.2499999935,487500,11.387717435897423,5011876.559999995,452401.0,11.078394079588673
EFINACONAZOLE,5548476.0900000045,8440,657.4023803317541,123654.68,228.0,542.3450877192982
RILUZOLE,5541503.130000009,16683,332.1646664269022,7771362.670000002,13224.0,587.6711032970359
THIOTHIXENE,5492726.079999996,72564,75.69491869246453,3225400.769999996,74560.0,43.259130498926986
BETAXOLOL HCL,5465023.410000003,30898,176.8730471227912,5634705.069999997,35975.0,156.6283549687282
APREPITANT,5464759.46,8767,623.3328915250371,6007362.280000009,11910.0,504.39649706129376
NILUTAMIDE,5464388.32,1098,4976.674244080146,6973734.990000002,1595.0,4372.2476426332305
ARFORMOTEROL TARTRATE,5449881.590000002,11723,464.88796297875984,4097290.5100000007,10049.0,407.7311682754504
DOXERCALCIFEROL,5419865.080000001,7790,695.7464801026958,5942286.709999994,7991.0,743.6224139657107
ALOSETRON HCL,5390811.289999997,2738,1968.886519357194,7713439.560000004,4650.0,1658.8042064516137
AZILSARTAN MEDOXOMIL,5363215.649999999,28449,188.52035748180953,3832221.6299999985,25936.0,147.75684878161624
VALPROIC ACID (AS SODIUM SALT),5326279.230000022,201805,26.393197542181916,4939144.279999999,206271.0,23.944928177009853
BACITRACIN,5278110.460000002,74894,70.47440996608543,4278449.839999992,70885.0,60.35761924243482
DEMECLOCYCLINE HCL,5257212.860000001,15494,339.306367626178,6159469.920000002,16713.0,368.54364387004136
TOLCAPONE,5224633.899999999,626,8346.060543130989,4318606.819999999,1320.0,3271.671833333333
DEFERIPRONE,5188438.350000001,582,8914.842525773196,4028691.1999999993,515.0,7822.7013592233
LINEZOLID,5171400.219999999,2081,2485.0553676117247,10642605.050000006,4460.0,2386.234316143499
"DIPH,PERTUSS(ACELL),TET VAC/PF",5168670.94,92963,55.59922700429203,4937515.970000002,98509.0,50.12248596574934
TRIFLUOPERAZINE HCL,5057930.389999991,75470,67.01908559692582,5183564.609999992,79551.0,65.16026963834511
METRELEPTIN,5023542.63,76,66099.24513157895,,,
ATAZANAVIR SULFATE/COBICISTAT,4954748.479999999,3472,1427.0588940092161,,,
BETAMETHASONE VALERATE,4938016.499999996,118906,41.528741190520215,4855834.189999993,117013.0,41.49824540862975
VANDETANIB,4842955.9,440,11006.717954545455,4028337.1899999995,408.0,9873.375465686273
GLYCOPYRROLATE,4841539.490000009,94128,51.43569915434311,5245258.090000002,98172.0,53.42926791753251
METHIMAZOLE,4810316.879999984,405516,11.86221229248657,4942690.190000012,377178.0,13.104396836506933
KETOPROFEN,4803382.890000002,11309,424.73984348748803,9876934.209999986,58724.0,168.1924632177642
INDAPAMIDE,4797170.689999986,312878,15.33240013679449,3839302.329999993,333157.0,11.524003187686265
FLUVASTATIN SODIUM,4743139.059999997,24360,194.71014203612467,7384033.059999994,38122.0,193.6947972299458
OXAPROZIN,4728024.790000002,33775,139.98593012583277,7464366.220000007,45515.0,163.9979395803583
AZELAIC ACID,4708613.0200000005,17227,273.3275103035932,4792480.939999998,19190.0,249.73845440333494
CLORAZEPATE DIPOTASSIUM,4706940.089999996,217456,21.645482718343004,3777785.5000000047,224858.0,16.80076092467248
AFLIBERCEPT,4695581.410000001,1953,2404.2915565796216,1777615.34,733.0,2425.123246930423
MEDROXYPROGESTERONE ACETATE,4690057.190000017,237070,19.783427637406746,4075296.289999985,233630.0,17.44337752001021
PYRIMETHAMINE,4638449.009999999,689,6732.146603773584,638349.0399999998,1208.0,528.4346357615892
FLUOCINOLONE ACETONIDE OIL,4600190.629999993,27914,164.7986899047071,5885407.519999995,34944.0,168.4239789377288
NAPROXEN SODIUM,4566847.190000004,125416,36.4135930822224,2167354.2499999977,128801.0,16.82715390408458
NIVOLUMAB,4532000.06,540,8392.592703703704,,,
"HEPARIN SODIUM,PORCINE",4510849.479999991,106407,42.39241290516593,5077785.940000009,115051.0,44.135087396024446
CABERGOLINE,4505981.719999999,31670,142.27918282286072,4338487.6999999955,27135.0,159.88530311405916
MECHLORETHAMINE HCL,4465707.370000001,890,5017.6487303370795,1642757.4399999997,378.0,4345.919153439153
DIHYDROERGOTAMINE MESYLATE,4422370.239999999,2019,2190.376542842991,3203152.8200000008,2021.0,1584.9345967342904
BELIMUMAB,4400954.469999999,1872,2350.937216880341,3802459.2299999995,1563.0,2432.795412667946
NAFTIFINE HCL,4384703.59,11084,395.58855918441,7255154.960000002,20090.0,361.13265107018424
FLUPHENAZINE HCL,4350734.129999993,245669,17.70974005674299,4594087.7700000005,250372.0,18.349047697026826
DORZOLAMIDE/TIMOLOL/PF,4348765.370000006,30443,142.8494356666559,2762952.6700000004,25484.0,108.41911277664418
"DALTEPARIN SODIUM,PORCINE",4318921.210000001,2687,1607.3394901377003,5587340.28,4352.0,1283.8557628676472
MEROPENEM,4303574.869999996,25374,169.60569362339388,5002970.829999998,22830.0,219.14020280332886
DESIPRAMINE HCL,4287691.14,48774,87.90936031492188,4579220.649999994,47488.0,96.42900627526942
CICLESONIDE,4258540.389999998,14428,295.1580530912114,4337338.399999995,17175.0,252.5378981077144
GLYBURIDE/METFORMIN HCL,4239809.950000007,180221,23.5256154943098,7557070.8999999985,392627.0,19.2474559823955
CEFPODOXIME PROXETIL,4236928.909999998,45530,93.0579598067208,3946796.999999996,39758.0,99.27051159515055
SECUKINUMAB,4214700.17,763,5523.8534338138925,,,
BECAPLERMIN,4146157.3599999994,2868,1445.661562064156,2572962.7899999996,1939.0,1326.953476018566
SELEGILINE,4130040.6200000015,3044,1356.7807555847573,3353048.439999999,2943.0,1139.3300849473324
GABAPENTIN ENACARBIL,4129487.679999999,9360,441.18458119658106,1936113.4000000006,6335.0,305.6216890292029
IMIPRAMINE HCL,4123934.290000033,182912,22.546001847883318,4090195.800000005,209741.0,19.50117430545294
NEOMYCIN/POLYMYXIN B SULF/HC,4061920.1899999836,131099,30.98360925712617,3358049.9999999898,135349.0,24.810305210973038
OLANZAPINE/FLUOXETINE HCL,4001057.070000001,10645,375.8625711601692,5799199.539999997,14854.0,390.41332570351403
ESTRADIOL/NORETHINDRONE ACET,3995628.6799999992,31013,128.8372192306452,4358242.040000008,37598.0,115.91685834352913
PEMETREXED DISODIUM,3937567.0400000005,856,4599.961495327103,4764499.3,963.0,4947.558982346833
CODEINE/BUTALBITAL/ASA/CAFFEIN,3929136.5100000044,23128,169.88656649948135,3180734.579999998,23378.0,136.05674480280598
MISOPROSTOL,3916027.4100000015,67349,58.14529406524227,4237006.139999998,72889.0,58.129568796389
SAQUINAVIR MESYLATE,3826992.4699999997,3696,1035.4416856060604,4435094.030000002,4546.0,975.6036141663005
TIMOLOL MALEATE/PF,3808041.4599999995,8306,458.46875270888506,3327903.670000001,8225.0,404.60834893617033
HYDROCODONE BITARTRATE,3790813.709999997,9459,400.7626292419915,554553.53,1408.0,393.85904119318184
HYDROCODONE/IBUPROFEN,3787792.569999994,94476,40.09264331682114,4241306.570000002,132972.0,31.89623808019735
GRANISETRON,3727020.340000001,3217,1158.5391171899287,3373243.040000001,3122.0,1080.4750288276748
CHOLESTYRAMINE/ASPARTAME,3679078.2300000056,39772,92.5042298602033,3603772.440000002,39810.0,90.5243014318011
ENFUVIRTIDE,3616759.98,1146,3155.9860209424082,4041966.8500000006,1334.0,3029.9601574212898
CEFEPIME HCL,3608784.7200000007,23915,150.90046916161407,3343364.360000003,19984.0,167.30205964771832
FAT EMULSIONS,3585218.3500000015,13888,258.1522429435485,2948862.4699999993,11840.0,249.05933023648643
ANAGRELIDE HCL,3508978.7000000025,25371,138.30667691458763,3661903.150000003,27408.0,133.60709099532994
NALTREXONE MICROSPHERES,3497405.989999999,2682,1304.029079045488,2388840.15,2023.0,1180.8404102817597
OXANDROLONE,3490388.3999999976,5261,663.4458087816,3730544.6199999996,6229.0,598.8994413228447
INGENOL MEBUTATE,3473730.0600000005,4519,768.6944146935164,3308022.3999999994,4692.0,705.0346121057117
PENICILLIN V POTASSIUM,3439494.8600000064,423934,8.113279095330892,3328970.520000005,413998.0,8.041030439760592
"THYROID,PORK",3393668.870000006,122103,27.793492952671155,1658206.8999999978,108870.0,15.231072839165957
ALOGLIPTIN BENZ/PIOGLITAZONE,3381709.360000001,8976,376.75015151515163,1248425.8599999994,3813.0,327.4130238657224
ADEFOVIR DIPIVOXIL,3366115.5000000014,3805,884.6558475689885,2855177.260000002,3011.0,948.2488409166397
BUTALBIT/ACETAMIN/CAFF/CODEINE,3364540.7499999953,29657,113.44845230468339,2160283.449999998,30144.0,71.66545415339695
FERRIC CITRATE,3299429.2800000007,3552,928.8933783783785,,,
LOXAPINE SUCCINATE,3292012.8600000017,74861,43.9750051428648,3328254.2999999956,76317.0,43.610916309603304
TOBRAMYCIN,3286155.549999993,105641,31.106819795344542,3914381.600000005,98460.0,39.756059313426825
ZOLMITRIPTAN,3279399.399999999,15299,214.35384012026924,2951804.849999999,12560.0,235.01630971337573
THIORIDAZINE HCL,3273361.469999997,76727,42.6624456840486,2752037.789999989,89551.0,30.731513774273754
OCTREOTIDE ACETATE,3267973.4700000007,5053,646.739257866614,22936941.81000004,9860.0,2326.2618468559876
TRIMETHOPRIM,3265885.4700000067,219346,14.88919547199405,3280033.410000003,213522.0,15.361571219827479
FOSINOPRIL SODIUM,3238681.1599999834,262930,12.317655497660912,4991770.069999992,353720.0,14.112207593576818
LIDOCAINE HCL,3187445.7499999823,240065,13.277427988253107,2626315.1099999934,206986.0,12.688370759374997
ANAKINRA,3171781.1999999997,917,3458.8671755725186,3697166.549999999,1123.0,3292.223107747105
TRIAZOLAM,3151106.7599999923,82716,38.095492528652166,2934148.0999999987,88622.0,33.108574620297425
LARONIDASE,3090449.96,77,40135.71376623376,1890218.68,48.0,39379.55583333333
LEVALBUTEROL HCL,3011130.719999999,25408,118.51112720403017,3982492.6499999934,31229.0,127.52546191040358
NALTREXONE HCL,2987418.320000004,58200,51.330211683848866,2742192.339999999,48720.0,56.28473604269292
OXAZEPAM,2963872.7799999975,51315,57.75840943193993,3419884.969999998,58082.0,58.880289418408424
CABOZANTINIB S-MALATE,2962063.5299999993,286,10356.865489510486,2194272.97,210.0,10448.918904761906
DESLORATADINE,2926962.6999999923,58953,49.64908825674677,4134946.020000005,58275.0,70.95574465894475
CEFTAROLINE FOSAMIL ACETATE,2924416.2200000007,2207,1325.063987313095,1911075.0699999991,2825.0,676.4867504424776
MEXILETINE HCL,2912805.9000000027,28570,101.95330416520835,1698814.1199999973,26689.0,63.65222076510912
FLUOCINOLONE/SHOWER CAP,2846757.2600000026,15551,183.05943411999246,3743378.8400000003,20634.0,181.4179916642435
MIGLUSTAT,2826477.27,104,27177.66605769231,797852.4700000001,47.0,16975.584468085108
NICOTINE,2820246.160000003,8795,320.6647140420697,2571157.4900000007,8942.0,287.537182956833
TIGECYCLINE,2817503.02,2833,994.5298340981292,2580420.4400000004,2932.0,880.0888267394272
ROMIPLOSTIM,2816992.5000000005,519,5427.731213872833,1974447.2,426.0,4634.852582159624
PROCHLORPERAZINE MALEATE,2786771.5699999984,366042,7.613256320312965,4014264.3299999963,373400.0,10.75057399571504
MINOXIDIL,2755946.989999994,162554,16.954039826765225,3371302.7000000123,176797.0,19.06877775075376
ZALEPLON,2755564.9700000025,94873,29.044775331232305,3215636.9499999974,128039.0,25.114511594123645
TRAVOPROST (BENZALKONIUM),2755397.9499999983,19263,143.04095675647605,1699396.260000001,13952.0,121.80305762614685
SULINDAC,2737858.180000001,180813,15.141932161957387,2859692.6300000018,188060.0,15.206277943209622
"PEN NEEDLE,DUAL SAFETY,DIABETC",2733942.1399999983,49458,55.2780569371992,,,
MUPIROCIN CALCIUM,2725455.540000001,26266,103.7636313104394,3391228.2700000037,38452.0,88.19380708415697
FULVESTRANT,2640751.2,1372,1924.7457725947522,2127514.22,1145.0,1858.0910218340614
DANTROLENE SODIUM,2626755.1199999982,26373,99.60016380389028,2636359.939999999,25457.0,103.56129708920922
IDURSULFASE,2626027.66,44,59682.44681818182,4360264.56,74.0,58922.49405405405
FAMCICLOVIR,2610115.960000001,38400,67.97176979166669,2874226.330000002,35733.0,80.43618867713323
OXYBUTYNIN,2538270.1599999997,6214,408.47604763437397,3507694.110000003,10693.0,328.0364827457218
PHENOXYBENZAMINE HCL,2500757.01,301,8308.162823920266,1472755.5699999994,739.0,1992.9033423545322
TRIHEXYPHENIDYL HCL,2472267.8500000034,237761,10.398121853457898,2649094.480000002,254942.0,10.390969240062454
CYPROHEPTADINE HCL,2469213.69,65970,37.429341973624375,3300424.559999995,102296.0,32.26347618675212
RIFAMPIN,2439984.4600000028,40969,59.55684688422961,2753170.939999998,38727.0,71.09176905001674
BUTORPHANOL TARTRATE,2435239.170000002,29548,82.41637911195349,2316858.5399999996,31761.0,72.9466496646831
ALISKIREN/HYDROCHLOROTHIAZIDE,2429778.869999999,13192,184.1857845664038,2840409.730000003,18125.0,156.7122609655174
PINDOLOL,2412401.3900000015,35229,68.47771409917969,2637909.4800000046,38389.0,68.71524342910742
TRANYLCYPROMINE SULFATE,2376783.249999998,6727,353.3199420246764,2127734.2999999984,6012.0,353.9145542248833
SUVOREXANT,2373528.030000001,9354,253.74471135343182,,,
ALOGLIPTIN BENZOATE,2352299.930000002,6302,373.2624452554748,1024926.3199999998,3176.0,322.70979848866494
VALPROIC ACID,2351736.9699999993,61843,38.02753698882653,2471648.950000003,63586.0,38.87096137514552
ALCAFTADINE,2326647.57,13778,168.86685803454782,2810867.8800000018,19767.0,142.2000242828958
QUINAPRIL/HYDROCHLOROTHIAZIDE,2285194.77000001,55744,40.99445267652142,2856063.749999994,67079.0,42.57761370920846
