generic_name,drug_name,num_claims,total_cost
DIVALPROEX SODIUM,DEPAKOTE SPRINKLE,5190,2018982.9400000016
DIVALPROEX SODIUM,DIVALPROEX SODIUM,2562547,112082317.29999937
DIVALPROEX SODIUM,DIVALPROEX SODIUM ER,1700641,250678203.04000226
DOBUTAMINE HCL,DOBUTAMINE HCL,361,24518.33
DOBUTAMINE HCL/D5W,DOBUTAMINE HCL IN DEXTROSE,613,75888.99999999997
DOCETAXEL,DOCETAXEL,995,1510514.9800000002
DOFETILIDE,TIKOSYN,204159,97592189.1599999
DOLASETRON MESYLATE,ANZEMET,139,304064.37000000005
DOLUTEGRAVIR SODIUM,TIVICAY,128826,187640815.2299998
DONEPEZIL HCL,ARICEPT,5377,2417948.87
DONEPEZIL HCL,DONEPEZIL HCL,7899196,164316753.2799961
DONEPEZIL HCL,DONEPEZIL HCL ODT,30145,1185655.019999999
DOPAMINE HCL,DOPAMINE HCL,19,495.38
DORIPENEM,DORIBAX,338,191245.2
DORNASE ALFA,PULMOZYME,197,753120.96
DORZOLAMIDE HCL,DORZOLAMIDE HCL,563507,13717528.750000026
DORZOLAMIDE HCL,TRUSOPT,689,62710.03999999999
DORZOLAMIDE HCL/TIMOLOL MALEAT,COSOPT,6448,1312618.61
DORZOLAMIDE HCL/TIMOLOL MALEAT,DORZOLAMIDE-TIMOLOL,1564469,40744344.399999805
DORZOLAMIDE/TIMOLOL/PF,COSOPT PF,30443,4348765.370000006
DOXAZOSIN MESYLATE,CARDURA,1262,149616.55000000005
DOXAZOSIN MESYLATE,CARDURA XL,491,46935.58
DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE,2481307,81171310.2500001
DOXEPIN HCL,DOXEPIN HCL,647592,19066760.33000004
DOXEPIN HCL,PRUDOXIN,507,173844.99
DOXEPIN HCL,SILENOR,23404,7217553.999999993
DOXEPIN HCL,ZONALON,270,190266.36
DOXERCALCIFEROL,DOXERCALCIFEROL,7282,5017220.640000002
DOXERCALCIFEROL,HECTOROL,508,402644.44
DOXORUBICIN HCL,DOXORUBICIN HCL,107,7201.76
DOXORUBICIN HCL PEG-LIPOSOMAL,DOXIL,26,79436.99
DOXORUBICIN HCL PEG-LIPOSOMAL,DOXORUBICIN HCL LIPOSOME,25,101110.34
DOXYCYCLINE CALCIUM,VIBRAMYCIN,440,49485.32000000001
DOXYCYCLINE HYCLATE,DORYX,50,18470.52
DOXYCYCLINE HYCLATE,DOXY 100,974,194750.47000000003
DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,2026930,123028148.44000101
DOXYCYCLINE HYCLATE,VIBRAMYCIN,28,14716.0
DOXYCYCLINE MONOHYDRATE,DOXYCYCLINE IR-DR,253,154145.58
DOXYCYCLINE MONOHYDRATE,DOXYCYCLINE MONOHYDRATE,318850,8601933.34999997
DOXYCYCLINE MONOHYDRATE,ORACEA,4848,3354656.460000002
DOXYCYCLINE MONOHYDRATE,VIBRAMYCIN,23,2835.45
DRONABINOL,DRONABINOL,62473,24417764.559999976
DRONABINOL,MARINOL,280,578788.44
DRONEDARONE HCL,MULTAQ,325853,189595653.57999983
DROSPIR/ETH ESTRA/LEVOMEFOL CA,BEYAZ,196,24807.69
DROSPIR/ETH ESTRA/LEVOMEFOL CA,SAFYRAL,13,1654.54
DROSPIRENONE/ESTRADIOL,ANGELIQ,271,32345.410000000003
DROXIDOPA,NORTHERA,3913,23867912.079999987
DULAGLUTIDE,TRULICITY,22876,14959145.100000009
DULOXETINE HCL,CYMBALTA,46660,14240415.34999996
DULOXETINE HCL,DULOXETINE HCL,7123030,666663866.4899995
DUTASTERIDE,AVODART,768858,174876023.46999994
DUTASTERIDE,DUTASTERIDE,30350,6136151.11
DUTASTERIDE/TAMSULOSIN HCL,DUTASTERIDE-TAMSULOSIN,261,43595.04
DUTASTERIDE/TAMSULOSIN HCL,JALYN,133800,29776187.159999963
ECALLANTIDE,KALBITOR,395,9043275.49
ECHOTHIOPHATE IODIDE,PHOSPHOLINE IODIDE,2556,243853.37000000002
ECONAZOLE NITRATE,ECONAZOLE NITRATE,381494,86834332.11999986
ECULIZUMAB,SOLIRIS,464,11491590.7
EDOXABAN TOSYLATE,SAVAYSA,1532,517201.55000000016
EFAVIRENZ,SUSTIVA,63365,55552714.66999985
EFAVIRENZ/EMTRICITAB/TENOFOVIR,ATRIPLA,220042,512696831.7200008
EFINACONAZOLE,JUBLIA,8440,5548476.0900000045
ELETRIPTAN HBR,RELPAX,22222,9320378.829999994
ELIGLUSTAT TARTRATE,CERDELGA,82,2203910.2900000005
ELOSULFASE ALFA,VIMIZIM,13,1416815.3
ELTROMBOPAG OLAMINE,PROMACTA,7230,38988707.64000002
ELVITEG/COBI/EMTRIC/TENOFO ALA,GENVOYA,151,405775.16000000003
ELVITEGR/COBICIST/EMTRIC/TENOF,STRIBILD,89903,237912141.65000018
ELVITEGRAVIR,VITEKTA,22,25183.07
EMPAGLIFLOZIN,JARDIANCE,25267,10575954.86
EMPAGLIFLOZIN/LINAGLIPTIN,GLYXAMBI,659,357994.02999999997
EMPAGLIFLOZIN/METFORMIN HCL,SYNJARDY,13,5486.17
EMTRICITAB/RILPIVIRINE/TENOFOV,COMPLERA,64042,143642826.50000003
EMTRICITABINE,EMTRIVA,19301,8687664.669999985
EMTRICITABINE/TENOFOVIR,TRUVADA,442108,615891280.9699999
ENALAPRIL MALEATE,ENALAPRIL MALEATE,3650837,102758286.35000092
ENALAPRIL MALEATE,EPANED,46,19610.520000000004
ENALAPRIL MALEATE,VASOTEC,1259,1055825.4699999995
ENALAPRIL/HYDROCHLOROTHIAZIDE,ENALAPRIL-HYDROCHLOROTHIAZIDE,129474,1546604.900000003
ENALAPRIL/HYDROCHLOROTHIAZIDE,VASERETIC,142,58327.17999999999
ENFUVIRTIDE,FUZEON,1146,3616759.98
ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,352616,129603565.87999983
ENOXAPARIN SODIUM,LOVENOX,17864,7638543.959999997
ENTACAPONE,COMTAN,628,398212.28
ENTACAPONE,ENTACAPONE,132283,38754268.80999995
ENTECAVIR,BARACLUDE,10599,13203740.869999997
ENTECAVIR,ENTECAVIR,36901,36510529.76
ENZALUTAMIDE,XTANDI,67477,590010617.9500002
EPINASTINE HCL,ELESTAT,93,19674.09
EPINASTINE HCL,EPINASTINE HCL,19645,1304694.4199999997
EPINEPHRINE,AUVI-Q,168,79569.06999999999
EPINEPHRINE,EPINEPHRINE,383,59583.95
EPINEPHRINE,EPIPEN 2-PAK,38505,17840030.700000018
EPINEPHRINE,EPIPEN JR 2-PAK,24,10840.27
EPLERENONE,EPLERENONE,89884,10757917.45000006
EPLERENONE,INSPRA,381,100367.20999999996
EPOETIN ALFA,EPOGEN,3730,1959790.5199999998
EPOETIN ALFA,PROCRIT,99498,115889661.52999988
EPOPROSTENOL SODIUM (ARGININE),VELETRI,27,148546.14
EPROSARTAN MESYLATE,EPROSARTAN MESYLATE,100,8640.14
ERGOCALCIFEROL (VITAMIN D2),VITAMIN D2,143706,497563.4899999997
ERGOLOID MESYLATES,ERGOLOID MESYLATES,268,131238.13999999998
ERGOTAMINE TARTRATE/CAFFEINE,CAFERGOT,177,71599.16
ERGOTAMINE TARTRATE/CAFFEINE,MIGERGOT,732,565786.6700000002
ERIBULIN MESYLATE,HALAVEN,23,97187.98000000001
ERLOTINIB HCL,TARCEVA,46682,294641713.98999965
ERTAPENEM SODIUM,INVANZ,43166,20082229.479999974
ERYTHROMYCIN BASE,ERY-TAB,3939,1180638.8700000008
ERYTHROMYCIN BASE,ERYTHROMYCIN,514949,12471347.100000076
ERYTHROMYCIN BASE,PCE,13,4926.74
ERYTHROMYCIN BASE/ETHANOL,ERY,446,30408.210000000006
ERYTHROMYCIN BASE/ETHANOL,ERYGEL,70,21757.75
ERYTHROMYCIN BASE/ETHANOL,ERYTHROMYCIN,4895,290943.48999999993
ERYTHROMYCIN ETHYLSUCCINATE,E.E.S. 200,5898,3425429.45
ERYTHROMYCIN ETHYLSUCCINATE,E.E.S. 400,356,116711.90000000001
ERYTHROMYCIN ETHYLSUCCINATE,ERYPED 200,2549,1755892.6199999994
ERYTHROMYCIN ETHYLSUCCINATE,ERYPED 400,1239,1049205.7199999997
ERYTHROMYCIN ETHYLSUCCINATE,ERYTHROMYCIN ETHYLSUCCINATE,768,249877.9999999999
ERYTHROMYCIN LACTOBIONATE,ERYTHROCIN LACTOBIONATE,79,69795.32
ERYTHROMYCIN STEARATE,ERYTHROCIN STEARATE,2712,1041518.6999999998
ERYTHROMYCIN/BENZOYL PEROXIDE,ERYTHROMYCIN-BENZOYL PEROXIDE,4989,629097.9500000001
ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,7273230,102963769.07999997
ESCITALOPRAM OXALATE,LEXAPRO,25721,6708705.149999995
ESLICARBAZEPINE ACETATE,APTIOM,15014,13730294.68000001
ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,533902,138533457.2700004
ESOMEPRAZOLE MAGNESIUM,NEXIUM,4768921,1713962393.1399834
ESOMEPRAZOLE SODIUM,NEXIUM I.V.,441,202049.44000000006
ESOMEPRAZOLE STRONTIUM,ESOMEPRAZOLE STRONTIUM,888,123106.31000000001
ESTAZOLAM,ESTAZOLAM,53549,1022423.930000001
ESTRADIOL,ALORA,1722,142791.56000000003
ESTRADIOL,CLIMARA,9624,1115760.5500000003
ESTRADIOL,DIVIGEL,2996,389690.0300000002
ESTRADIOL,ELESTRIN,385,70585.38
ESTRADIOL,ESTRACE,208933,48366312.60000005
ESTRADIOL,ESTRADIOL,1450488,37205313.639999814
ESTRADIOL,ESTRING,25930,7280838.57
ESTRADIOL,EVAMIST,616,75668.16
ESTRADIOL,MENOSTAR,1128,181708.10000000006
ESTRADIOL,MINIVELLE,12120,1586585.0599999994
ESTRADIOL,VAGIFEM,198072,48124482.94999985
ESTRADIOL,VIVELLE-DOT,25860,3322715.0400000047
ESTRADIOL ACETATE,FEMRING,1197,359424.16000000003
ESTRADIOL CYPIONATE,DEPO-ESTRADIOL,1127,81240.05999999998
ESTRADIOL VALERATE,DELESTROGEN,63,19280.89
ESTRADIOL VALERATE,ESTRADIOL VALERATE,735,112651.46999999999
ESTRADIOL VALERATE/DIENOGEST,NATAZIA,150,18575.670000000002
ESTRADIOL/LEVONORGESTREL,CLIMARA PRO,1716,253157.84000000003
ESTRADIOL/NORETHINDRONE ACET,ACTIVELLA,729,144073.52
ESTRADIOL/NORETHINDRONE ACET,COMBIPATCH,7376,1066577.2100000004
ESTRADIOL/NORETHINDRONE ACET,ESTRADIOL-NORETHINDRONE ACETAT,14731,1868403.1299999997
ESTRADIOL/NORETHINDRONE ACET,LOPREEZA,1394,158833.84
ESTRADIOL/NORETHINDRONE ACET,MIMVEY,4979,561896.3800000001
ESTRADIOL/NORETHINDRONE ACET,MIMVEY LO,1804,195844.59999999995
ESTRADIOL/NORGESTIMATE,PREFEST,384,43771.37
ESTRAMUSTINE PHOSPHATE SODIUM,EMCYT,149,103212.45
"ESTROGEN,CON/M-PROGEST ACET",PREMPHASE,1181,160005.10000000012
"ESTROGEN,CON/M-PROGEST ACET",PREMPRO,99171,16494149.49000007
"ESTROGENS, CONJUGATED",PREMARIN,1083766,223932604.79000142
"ESTROGENS,CONJ.,SYNTHETIC B",ENJUVIA,1170,104394.60999999993
"ESTROGENS,CONJ/BAZEDOXIFENE",DUAVEE,1314,211479.22000000003
"ESTROGENS,ESTERIFIED",MENEST,11138,620310.4999999991
ESTROPIPATE,ESTROPIPATE,14835,287826.34
ESZOPICLONE,ESZOPICLONE,270842,16386061.349999899
ESZOPICLONE,LUNESTA,11120,4209738.050000002
ETANERCEPT,ENBREL,318054,1188641877.360005
ETHACRYNIC ACID,EDECRIN,8513,8563915.68
ETHAMBUTOL HCL,ETHAMBUTOL HCL,30967,2265387.280000006
ETHAMBUTOL HCL,MYAMBUTOL,122,6363.580000000001
ETHINYL ESTRADIOL/DROSPIRENONE,DROSPIRENONE-ETHINYL ESTRADIOL,398,20261.779999999995
ETHINYL ESTRADIOL/DROSPIRENONE,GIANVI,1651,83867.52999999997
ETHINYL ESTRADIOL/DROSPIRENONE,LORYNA,1380,71647.45999999999
ETHINYL ESTRADIOL/DROSPIRENONE,NIKKI,205,10414.500000000002
ETHINYL ESTRADIOL/DROSPIRENONE,OCELLA,2495,124308.48999999998
ETHINYL ESTRADIOL/DROSPIRENONE,SYEDA,936,44892.409999999996
ETHINYL ESTRADIOL/DROSPIRENONE,VESTURA,926,46495.62
ETHINYL ESTRADIOL/DROSPIRENONE,YASMIN 28,236,22837.47
ETHINYL ESTRADIOL/DROSPIRENONE,YAZ,182,17476.760000000002
ETHINYL ESTRADIOL/DROSPIRENONE,ZARAH,1088,55786.93999999999
ETHOSUXIMIDE,ETHOSUXIMIDE,7584,1084638.4299999997
ETHOSUXIMIDE,ZARONTIN,613,159501.96999999994
ETHOTOIN,PEGANONE,431,143394.28999999995
ETHYNODIOL D-ETHINYL ESTRADIOL,KELNOR 1-35,1171,26053.14000000001
ETHYNODIOL D-ETHINYL ESTRADIOL,ZOVIA 1-35E,1039,21891.840000000004
ETHYNODIOL D-ETHINYL ESTRADIOL,ZOVIA 1-50E,576,13697.679999999998
ETIDRONATE DISODIUM,ETIDRONATE DISODIUM,235,47259.81
ETODOLAC,ETODOLAC,316553,18434712.520000033
ETODOLAC,ETODOLAC ER,39739,3943924.0599999996
ETONOGESTREL/ETHINYL ESTRADIOL,NUVARING,2759,312735.26
ETOPOSIDE,ETOPOSIDE,87,3331.67
ETOPOSIDE,TOPOSAR,24,880.6800000000001
ETRAVIRINE,INTELENCE,85573,90177082.91000001
EVEROLIMUS,AFINITOR,19641,213117071.66999975
EVEROLIMUS,ZORTRESS,2361,4660936.49
EVOLOCUMAB,REPATHA SURECLICK,217,259262.56999999998
EXEMESTANE,AROMASIN,989,712927.3099999998
EXEMESTANE,EXEMESTANE,171656,67402964.2500001
EXENATIDE,BYETTA,80485,50251862.81999996
EXENATIDE MICROSPHERES,BYDUREON,73941,43950470.46999999
EXENATIDE MICROSPHERES,BYDUREON PEN,84608,51677508.73000006
EZETIMIBE,ZETIA,2950306,1026748865.1699955
EZETIMIBE/SIMVASTATIN,VYTORIN,460614,160428321.13999942
EZOGABINE,POTIGA,2570,2016184.1299999985
FAMCICLOVIR,FAMCICLOVIR,38281,2477506.9799999977
FAMCICLOVIR,FAMVIR,119,132608.98
FAMOTIDINE,FAMOTIDINE,3598988,37943597.58000021
FAMOTIDINE,PEPCID,227,96292.71000000002
"FAMOTIDINE IN NACL,ISO-OSM/PF",FAMOTIDINE,28,204.67999999999998
FAMOTIDINE/PF,FAMOTIDINE,1348,6480.749999999999
FAT EMULSIONS,INTRALIPID,13888,3585218.3500000015
"FE FUMARATE/DOSS/FA/BCOMP,C",NEPHRON FA,55,1391.5700000000002
FEBUXOSTAT,ULORIC,416645,130621914.57000099
FELBAMATE,FELBAMATE,16803,10305905.41999999
FELBAMATE,FELBATOL,3802,6948428.3599999985
FELODIPINE,FELODIPINE ER,452539,18799904.749999974
FENOFIBRATE,FENOFIBRATE,1983437,99718467.77000083
FENOFIBRATE,FENOGLIDE,179,87186.39
FENOFIBRATE,LIPOFEN,2235,478645.77999999997
FENOFIBRATE,LOFIBRA,62,9381.68
FENOFIBRATE NANOCRYSTALLIZED,FENOFIBRATE,1886705,172993852.63999912
FENOFIBRATE NANOCRYSTALLIZED,TRICOR,13400,2269235.3299999973
FENOFIBRATE NANOCRYSTALLIZED,TRIGLIDE,208,43684.76
"FENOFIBRATE,MICRONIZED",ANTARA,2434,886549.9199999996
"FENOFIBRATE,MICRONIZED",FENOFIBRATE,801981,65073864.25000042
"FENOFIBRATE,MICRONIZED",LOFIBRA,165,21439.78
FENOFIBRIC ACID,FENOFIBRIC ACID,2303,137411.02000000002
FENOFIBRIC ACID (CHOLINE),FENOFIBRIC ACID,373809,45702981.800000496
FENOFIBRIC ACID (CHOLINE),TRILIPIX,2918,607070.2199999996
FENOPROFEN CALCIUM,FENOPROFEN CALCIUM,551,106367.09000000001
FENOPROFEN CALCIUM,NALFON,671,212977.78999999998
FENTANYL,DURAGESIC,13260,17512760.62
FENTANYL,FENTANYL,2731557,289368874.00999826
FENTANYL,SUBSYS,12587,135374047.1599999
FENTANYL CITRATE,ABSTRAL,524,5244201.430000001
FENTANYL CITRATE,ACTIQ,104,1495322.14
FENTANYL CITRATE,FENTANYL CITRATE,2262,4657931.209999999
FENTANYL CITRATE,FENTORA,1691,17622655.640000004
FENTANYL CITRATE,LAZANDA,180,2515134.44
FENTANYL CITRATE/PF,FENTANYL CITRATE,1750,18202.77
FERRIC CITRATE,AURYXIA,3552,3299429.2800000007
FESOTERODINE FUMARATE,TOVIAZ,347149,92285346.69999991
FIDAXOMICIN,DIFICID,287,1026797.5800000002
FILGRASTIM,NEUPOGEN,12900,34786124.789999984
FINASTERIDE,FINASTERIDE,4835399,89344359.48000048
FINASTERIDE,PROSCAR,1546,250194.66
FINGOLIMOD HCL,GILENYA,48333,319388074.7300003
FLAVOXATE HCL,FLAVOXATE HCL,5687,358376.8999999997
FLECAINIDE ACETATE,FLECAINIDE ACETATE,569935,26924794.949999884
FLUCONAZOLE,DIFLUCAN,108,111820.32
FLUCONAZOLE,FLUCONAZOLE,1574291,26644872.21000019
"FLUCONAZOLE IN DEXTROSE,ISO-OS",FLUCONAZOLE IN DEXTROSE,43,2202.36
"FLUCONAZOLE IN NACL,ISO-OSM",FLUCONAZOLE-NACL,401,19639.310000000005
FLUCYTOSINE,FLUCYTOSINE,16,203298.4
FLUDARABINE PHOSPHATE,FLUDARABINE PHOSPHATE,15,6270.58
FLUDROCORTISONE ACETATE,FLUDROCORTISONE ACETATE,266120,5951708.929999958
FLUMAZENIL,FLUMAZENIL,1543,22494.91
FLUNISOLIDE,AEROSPAN,344,71990.92000000001
FLUNISOLIDE,FLUNISOLIDE,31417,1670897.3800000055
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,48991,6057102.880000013
FLUOCINOLONE ACETONIDE OIL,FLUOCINOLONE ACETONIDE OIL,27914,4600190.629999993
FLUOCINOLONE/SHOWER CAP,FLUOCINOLONE ACETONIDE,15551,2846757.2600000026
FLUOCINONIDE,FLUOCINONIDE,558332,54503041.16000015
FLUOCINONIDE/EMOLLIENT BASE,FLUOCINONIDE-E,8756,951062.1399999995
FLUOROMETHOLONE,FLUOROMETHOLONE,206221,16605344.570000028
FLUOROMETHOLONE,FML,274,34151.49
FLUOROMETHOLONE,FML FORTE,2841,403452.92999999993
FLUOROMETHOLONE,FML S.O.P.,1561,181324.4
FLUOROMETHOLONE ACETATE,FLAREX,491,30608.960000000006
FLUOROURACIL,ADRUCIL,89,4497.22
FLUOROURACIL,CARAC,700,1550516.4199999995
FLUOROURACIL,FLUOROURACIL,248674,45981808.739999935
FLUOXETINE HCL,FLUOXETINE DR,3582,497834.0000000002
FLUOXETINE HCL,FLUOXETINE HCL,5913753,87221969.02000059
FLUOXETINE HCL,PROZAC,8909,5316191.81
FLUOXETINE HCL,PROZAC WEEKLY,691,156066.97
FLUOXETINE HCL,SARAFEM,49,17827.56
FLUPHENAZINE DECANOATE,FLUPHENAZINE DECANOATE,55924,7904480.040000004
FLUPHENAZINE HCL,FLUPHENAZINE HCL,245669,4350734.129999993
FLURANDRENOLIDE,CORDRAN,1688,769748.3900000001
FLURAZEPAM HCL,FLURAZEPAM HCL,26928,404577.87000000017
FLURBIPROFEN,FLURBIPROFEN,17764,380508.74000000034
FLURBIPROFEN SODIUM,FLURBIPROFEN SODIUM,42067,342572.9899999998
FLUTAMIDE,FLUTAMIDE,4331,448746.04
FLUTICASONE FUROATE,ARNUITY ELLIPTA,322,65326.84999999999
FLUTICASONE FUROATE,VERAMYST,4568,837738.8600000003
FLUTICASONE PROPIONATE,FLONASE,62,6437.549999999999
FLUTICASONE PROPIONATE,FLOVENT DISKUS,44563,8883853.809999984
FLUTICASONE PROPIONATE,FLOVENT HFA,499139,133024637.0999992
FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,10104108,141600742.18999887
FLUTICASONE/SALMETEROL,ADVAIR DISKUS,4941759,1980956967.0999932
FLUTICASONE/SALMETEROL,ADVAIR HFA,206913,82810572.48999964
FLUTICASONE/VILANTEROL,BREO ELLIPTA,296396,94787195.51999982
FLUVASTATIN SODIUM,FLUVASTATIN ER,18,2556.45
FLUVASTATIN SODIUM,FLUVASTATIN SODIUM,14710,2145771.210000001
FLUVASTATIN SODIUM,LESCOL,491,83352.06
FLUVASTATIN SODIUM,LESCOL XL,9141,2511459.34
FLUVOXAMINE MALEATE,FLUVOXAMINE MALEATE,234349,6385816.590000004
FLUVOXAMINE MALEATE,FLUVOXAMINE MALEATE ER,8608,3103888.36
FLUVOXAMINE MALEATE,LUVOX CR,21,4352.46
FOLIC ACID,FOLIC ACID,119911,338806.02000000025
FONDAPARINUX SODIUM,ARIXTRA,210,811082.84
FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,14273,20891878.819999978
FORMOTEROL FUMARATE,FORADIL,50423,14135723.61999995
FORMOTEROL FUMARATE,PERFOROMIST,6906,3824379.8599999985
FOSAMPRENAVIR CALCIUM,LEXIVA,19901,24637051.24999997
FOSAPREPITANT DIMEGLUMINE,EMEND,502,209111.46
FOSCARNET SODIUM,FOSCARNET SODIUM,23,6363.370000000001
FOSCARNET SODIUM,FOSCAVIR,19,59130.22
FOSFOMYCIN TROMETHAMINE,MONUROL,6680,1244624.7299999986
FOSINOPRIL SODIUM,FOSINOPRIL SODIUM,262930,3238681.1599999834
FOSINOPRIL/HYDROCHLOROTHIAZIDE,FOSINOPRIL-HYDROCHLOROTHIAZIDE,8941,400219.64999999985
FOSPHENYTOIN SODIUM,CEREBYX,11,16442.35
FROVATRIPTAN SUCCINATE,FROVA,3127,2276827.060000002
FULVESTRANT,FASLODEX,1372,2640751.2
FUROSEMIDE,FUROSEMIDE,26087685,131218514.25999917
FUROSEMIDE,LASIX,6093,227212.77000000008
GABAPENTIN,GABAPENTIN,23213417,462175235.4899932
GABAPENTIN,GRALISE,32277,13523339.820000006
GABAPENTIN,NEURONTIN,11143,5657484.709999999
GABAPENTIN ENACARBIL,HORIZANT,9360,4129487.679999999
GALANTAMINE HBR,GALANTAMINE HBR,228258,22283030.180000007
GALANTAMINE HBR,GALANTAMINE HYDROBROMIDE,419,102391.69000000002
GALANTAMINE HBR,RAZADYNE,46,11910.089999999998
GALANTAMINE HBR,RAZADYNE ER,97,32276.549999999996
GALSULFASE,NAGLAZYME,129,7056828.25
GANCICLOVIR,ZIRGAN,4200,1233875.4
GANCICLOVIR SODIUM,GANCICLOVIR SODIUM,252,162901.0
GATIFLOXACIN,GATIFLOXACIN,119974,11366293.849999994
GATIFLOXACIN,ZYMAXID,10871,1279108.5300000003
GAUZE BANDAGE,GAUZE PADS,14,114.7
GAUZE BANDAGE,STERI-PAD,11,161.04
GAUZE BANDAGE,STERILE PADS,40,362.75
GEFITINIB,IRESSA,11,73262.85
GEMCITABINE HCL,GEMCITABINE HCL,1115,787709.93
GEMFIBROZIL,GEMFIBROZIL,1445477,22024601.120000087
GEMFIBROZIL,LOPID,34,6984.780000000001
"GENTAMICIN IN NACL, ISO-OSM",GENTAMICIN SULFATE IN NS,429,8790.55
GENTAMICIN SULFATE,GENTAK,8853,141970.31
GENTAMICIN SULFATE,GENTAMICIN SULFATE,226643,6458775.080000005
GENTAMICIN SULFATE/PF,GENTAMICIN SULFATE,112,4814.129999999999
GENTAMICIN/PREDNISOL AC,PRED-G,219,21306.74
GLATIRAMER ACETATE,COPAXONE,208218,1199609957.4699988
GLATIRAMER ACETATE,GLATOPA,1510,6006251.6499999985
GLIMEPIRIDE,AMARYL,2205,323024.0899999999
GLIMEPIRIDE,GLIMEPIRIDE,5702931,67671670.59999953
GLIPIZIDE,GLIPIZIDE,5096852,37953428.11000035
GLIPIZIDE,GLIPIZIDE ER,1664653,31224548.429999597
GLIPIZIDE,GLIPIZIDE XL,917278,18623436.479999904
GLIPIZIDE,GLUCOTROL,459,44842.14
GLIPIZIDE,GLUCOTROL XL,2215,173774.36000000004
GLIPIZIDE/METFORMIN HCL,GLIPIZIDE-METFORMIN,250811,18527142.270000044
"GLUCAGON,HUMAN RECOMBINANT",GLUCAGEN,31635,7928649.9200000055
"GLUCAGON,HUMAN RECOMBINANT",GLUCAGON EMERGENCY KIT,32276,9611911.209999979
GLYBURIDE,DIABETA,105,18667.08
GLYBURIDE,GLYBURIDE,486778,11217800.020000055
"GLYBURIDE,MICRONIZED",GLYBURIDE MICRONIZED,19460,238055.93999999994
"GLYBURIDE,MICRONIZED",GLYNASE,50,6609.05
GLYBURIDE/METFORMIN HCL,GLUCOVANCE,890,109919.57000000004
GLYBURIDE/METFORMIN HCL,GLYBURIDE-METFORMIN HCL,179331,4129890.380000007
GLYCEROL PHENYLBUTYRATE,RAVICTI,254,13918985.489999998
GLYCOPYRROLATE,CUVPOSA,515,228159.66000000003
GLYCOPYRROLATE,GLYCOPYRROLATE,93587,4609091.540000004
GLYCOPYRROLATE,ROBINUL,13,383.42
GLYCOPYRROLATE,ROBINUL FORTE,13,3904.87
GOLIMUMAB,SIMPONI,17412,65150305.36000005
GOLIMUMAB,SIMPONI ARIA,283,1453020.28
GOSERELIN ACETATE,ZOLADEX,247,214501.39
GRANISETRON,SANCUSO,3217,3727020.340000001
GRANISETRON HCL,GRANISETRON HCL,3441,360702.78
GRANISETRON HCL/PF,GRANISETRON HCL,262,14057.11
"GRASS POLLEN-TIMOTHY, STANDARD",GRASTEK,86,23188.85
GRISEOFULVIN ULTRAMICROSIZE,GRIS-PEG,36,10481.26
GRISEOFULVIN ULTRAMICROSIZE,GRISEOFULVIN ULTRAMICROSIZE,2228,533503.4199999999
"GRISEOFULVIN, MICROSIZE",GRISEOFULVIN,703,154168.04
GUAIFENESIN/CODEINE PHOSPHATE,CHERATUSSIN AC,16,297.71
GUANFACINE HCL,GUANFACINE HCL,55982,604744.6299999991
GUANFACINE HCL,GUANFACINE HCL ER,5507,917908.4799999996
GUANFACINE HCL,INTUNIV,1131,355265.5700000002
GUANIDINE HCL,GUANIDINE HCL,12,768.34
HAEMOPH B POLY CONJ-TET TOX/PF,ACTHIB,11,164.55
HALCINONIDE,HALOG,764,571423.1
HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,63213,9237613.0
HALOPERIDOL,HALOPERIDOL,986207,35839106.50999968
HALOPERIDOL DECANOATE,HALDOL DECANOATE 100,234,62672.11000000001
HALOPERIDOL DECANOATE,HALDOL DECANOATE 50,78,11014.48
HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE,172466,13473640.079999965
HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE 100,64471,5306271.409999998
HALOPERIDOL LACTATE,HALDOL,13,282.54
HALOPERIDOL LACTATE,HALOPERIDOL,1092,33511.74999999999
HALOPERIDOL LACTATE,HALOPERIDOL LACTATE,31272,748508.1699999982
"HC/MINERAL OIL/PETROLAT,WHT",HYDROCORTISONE,15,432.6
"HEPARIN SOD,PORK IN 0.45% NACL",HEPARIN SODIUM IN 0.45% NACL,17,432.52
"HEPARIN SODIUM,PORCINE",HEPARIN SODIUM,106407,4510849.479999991
"HEPARIN SODIUM,PORCINE/D5W",HEPARIN SODIUM-D5W,32,975.0
"HEPARIN SODIUM,PORCINE/PF",HEPARIN SODIUM,267,20212.949999999997
HEPATITIS A & B VACCINE/PF,TWINRIX,5755,643154.09
HEPATITIS A VIRUS VACCINE/PF,HAVRIX,5853,433426.8000000002
HEPATITIS A VIRUS VACCINE/PF,VAQTA,913,77598.35000000002
